,Job Title,Min Salary Estimate,Max Salary Estimate,Rating,Company Name,City,State,HCity,HState,Size,Founded,Type of ownership,Industry,Sector,Revenue,Number of Competitors,Easy Apply
1760,Data Analyst,28000.0,52000,4.2,CyberCoders,Columbus,OH,Irvine,CA,201-500,1999,Business,Staffing & Outsourcing,Business Services,100 to 500 million,,
1761,Data Analyst,28000.0,52000,3.6,Olive,Columbus,OH,Columbus,OH,201-500,2012,Private Company,Enterprise Software & Network Solutions,Information Technology,,,
1762,Data Analyst-Quality Improvement Services,28000.0,52000,3.7,Nationwide Children's Hospital,Columbus,OH,Columbus,OH,10000+,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1 to 2 billion,,
1763,Data Analyst,28000.0,52000,2.9,The Paragon Group,Columbus,OH,SUNDERLAND,United Kingdom,1001-5000,1985,Public Company,Banks & Credit Unions,Finance,500 million to 1 billion,,
1764,Fraud Data Analyst,28000.0,52000,3.5,Abercrombie & Fitch Co.,Columbus,OH,New Albany,OH,10000+,1892,Public Company,"Department, Clothing, & Shoe Stores",Retail,2 to 5 billion,3.0,
1765,Software Engineer - Data Analyst,28000.0,52000,3.9,JPMorgan Chase,Columbus,OH,New York,NY,10000+,1799,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1766,Data Analyst,28000.0,52000,-1.0,Beacon Hill Technologies,Columbus,OH,,,,-1,,,,,,
1767,Business Data Analyst,28000.0,52000,3.8,DHL,Westerville,OH,Bonn,Germany,10000+,1969,Private Company,Logistics & Supply Chain,Transportation & Logistics,,,
1768,Business Analyst / Data Scientist Manager,28000.0,52000,3.6,Abbott Laboratories,Columbus,OH,Abbott Park,IL,10000+,1888,Public Company,Health Care Services & Hospitals,Health Care,10+ billion,,
1769,Junior Data Analyst,28000.0,52000,5.0,"Staffigo Technical Services, LLC",Columbus,OH,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1770,Program Data Analyst,28000.0,52000,2.3,Economic and Community Development Institute,Columbus,OH,Columbus,OH,1-50,-1,Nonprofit Organization,Lending,Finance,5 to 10 million,,
1771,Business Data Analyst - I,28000.0,52000,2.5,"Avacend, Inc.",Hilliard,OH,Alpharetta,GA,51-200,-1,Private Company,Staffing & Outsourcing,Business Services,,,
1772,Planning Analyst - Data Resource Center,28000.0,52000,3.7,Nationwide Children's Hospital,Columbus,OH,Columbus,OH,10000+,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1 to 2 billion,,
1773,Data Analyst,28000.0,52000,2.8,Data Systems Integration Group Inc,Columbus,OH,Dublin,OH,1-50,-1,Private Company,Accounting,Accounting & Legal,Less than 1 million,,
1774,Data Analyst,28000.0,52000,5.0,"Staffigo Technical Services, LLC",Columbus,OH,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1775,"Data Analyst II(Claims,SQL,Billing,Healthcare)",28000.0,52000,3.4,Buckeye Health Plan,Columbus,OH,Columbus,OH,1001-5000,2004,Public Company,Health Care Services & Hospitals,Health Care,,,
1776,Data Analyst,28000.0,52000,4.5,Beacon Hill Staffing Group,Columbus,OH,Boston,MA,501-1000,2000,Private Company,Staffing & Outsourcing,Business Services,500 million to 1 billion,3.0,True
1777,"Data Analyst II(Claims,SQL,Billing,Healthcare)",28000.0,52000,3.4,Buckeye Community Health Plan,Columbus,OH,Dayton,OH,51-200,-1,Private Company,,,5 to 10 million,,
1778,Financial Data Analyst,28000.0,52000,-1.0,"Aspen Careers, LLC",Columbus,OH,,,,-1,,,,,,
1779,Data Validation Analyst,28000.0,52000,5.0,Revel IT,Dublin,OH,Dublin,OH,201-500,1997,Private Company,IT Services,Information Technology,50 to 100 million,,True
1780,Data Analyst,28000.0,52000,4.5,"UNICON International, Inc",Columbus,OH,Los Angeles,CA,1-50,-1,Private Company,,,1 to 5 million,,
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",28000.0,52000,4.5,Avani Technology Solutions,Columbus,OH,Rochester,NY,501-1000,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1782,Data Statistics Analyst PFK - Care Coordination,28000.0,52000,3.7,Nationwide Children's Hospital,Columbus,OH,Columbus,OH,10000+,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1 to 2 billion,,
1783,Data Analyst Junior,28000.0,52000,5.0,"Staffigo Technical Services, LLC",Columbus,OH,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1784,Analyst: Data Analytics,28000.0,52000,2.5,"Avacend, Inc.",Hilliard,OH,Alpharetta,GA,51-200,-1,Private Company,Staffing & Outsourcing,Business Services,,,
1785,Information Security and Data Protection Analyst,28000.0,52000,4.0,"Amyx, Inc.",Columbus,OH,Reston,VA,501-1000,1999,Private Company,IT Services,Information Technology,50 to 100 million,,
1786,Technical Data Analyst,28000.0,52000,4.5,"Dedicated Tech Services, Inc.",Dublin,OH,Columbus,OH,1-50,2008,Private Firm,IT Services,Information Technology,1 to 5 million,,
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",28000.0,52000,3.6,Abbott,Columbus,OH,Abbott Park,IL,10000+,1888,Public Company,Health Care Services & Hospitals,Health Care,10+ billion,,
1788,Accounting Data Analyst / Implementation Specialist,46000.0,86000,-1.0,"Marker, Inc.",Columbus,OH,Old Bridge,NJ,,-1,Private Company,,,,,
1789,Information Security and Data Protection Analyst,46000.0,86000,-1.0,"Amyx, Iinc.",Columbus,OH,,,,-1,,,,,,
1790,"Data Analyst III (Population Health , Pharmacy, SQL)",46000.0,86000,3.4,Buckeye Community Health Plan,Columbus,OH,Dayton,OH,51-200,-1,Private Company,,,5 to 10 million,,
1791,"Data Analyst III (Population Health , Pharmacy, SQL)",46000.0,86000,3.4,Buckeye Health Plan,Columbus,OH,Columbus,OH,1001-5000,2004,Public Company,Health Care Services & Hospitals,Health Care,,,
1792,Data Statistics Analyst PFK Care Coordination,46000.0,86000,3.7,Nationwide Childrens Hospital,Columbus,OH,Columbus,OH,10000+,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1 to 2 billion,,
1793,Software Engineer - Senior Data Analyst,46000.0,86000,3.9,"JPMorgan Chase Bank, N.A.",Columbus,OH,New York,NY,10000+,1799,Public Company,Investment Banking & Asset Management,Finance,10+ billion,,
1794,Sr Data Analyst,46000.0,86000,4.5,Creative Financial Staffing,Westerville,OH,Boston,MA,201-500,1994,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,2.0,
1795,Analytic Consultant 4 - Data Analyst,50000.0,86000,3.6,Wells Fargo,Charlotte,NC,San Francisco,CA,10000+,1852,Public Company,Banks & Credit Unions,Finance,10+ billion,,
1796,Operations Data Analyst,50000.0,86000,3.8,Brighthouse Financial,Charlotte,NC,Charlotte,NC,1001-5000,2017,Public Company,Insurance Carriers,Insurance,,,
1797,Data Business Analyst,50000.0,86000,5.0,Payzer,Charlotte,NC,Charlotte,NC,51-200,-1,Private Company,,,,,
1798,Federal - Data Analyst,50000.0,86000,3.9,Accenture,Charlotte,NC,Dublin,Ireland,10000+,1989,Public Company,Consulting,Business Services,10+ billion,3.0,
1799,Data Analyst,50000.0,86000,3.8,Tata Consultancy Services,Charlotte,NC,Mumbai,India,10000+,1968,Public Company,Computer Hardware & Software,Information Technology,10+ billion,3.0,
1800,Marketing Data Analyst,50000.0,86000,5.0,Trivest,Mooresville,NC,Coral Gables,FL,1-50,1981,Private Company,Venture Capital & Private Equity,Finance,,,
1801,Data Analyst I (Strong Salesforce.com),50000.0,86000,3.4,pureIntegration,Charlotte,NC,Herndon,VA,51-200,2004,Private Company,Enterprise Software & Network Solutions,Information Technology,10 to 25 million,,
1802,Data Analyst I,50000.0,86000,4.1,Kforce,Charlotte,NC,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1803,Data Analyst,50000.0,86000,4.1,Collabera,Charlotte,NC,Basking Ridge,NJ,10000+,1991,Private Company,IT Services,Information Technology,500 million to 1 billion,3.0,
1804,Data Analyst,50000.0,86000,3.9,TEKsystems,Charlotte,NC,Hanover,MD,1001-5000,1983,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,
1805,Data Analyst,50000.0,86000,3.9,Artech LLC,Charlotte,NC,Morristown,NJ,5001-10000,1992,Private Company,Staffing & Outsourcing,Business Services,500 million to 1 billion,,
1806,Financial Data Analyst,50000.0,86000,3.6,Randstad,Charlotte,NC,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
1807,Data Analyst,50000.0,86000,3.4,Matlen Silver,Charlotte,NC,Bridgewater,NJ,201-500,1980,Private Company,IT Services,Information Technology,50 to 100 million,,
1808,Data Analyst,50000.0,86000,3.6,Randstad,Charlotte,NC,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
1809,Data Analyst,50000.0,86000,3.8,Diversant LLC,Charlotte,NC,Red Bank,NJ,1001-5000,2005,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,3.0,
1810,Data Science Analyst,50000.0,86000,3.6,Signature Consultants,Charlotte,NC,Fort Lauderdale,FL,1001-5000,1997,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,3.0,
1811,Data Analyst,50000.0,86000,4.1,Sysmind LLC,Charlotte,NC,Princeton Junction,NJ,51-200,1999,Private Company,Enterprise Software & Network Solutions,Information Technology,25 to 50 million,,
1812,Data Analyst,50000.0,86000,3.7,Tata Consultancy Services (North America),Charlotte,NC,New York,NY,10000+,1968,Business,IT Services,Information Technology,10+ billion,3.0,
1813,Business Data Analyst,50000.0,86000,3.5,Robert Half,Charlotte,NC,Menlo Park,CA,10000+,1948,Public Company,Staffing & Outsourcing,Business Services,2 to 5 billion,2.0,
1814,Data Analyst,50000.0,86000,4.1,Kforce,Charlotte,NC,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1815,Data Business Analyst,50000.0,86000,3.9,TEKsystems,Charlotte,NC,Hanover,MD,1001-5000,1983,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,
1816,Junior Data Analyst,50000.0,86000,5.0,"Staffigo Technical Services, LLC",Charlotte,NC,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1817,Data Analyst,50000.0,86000,4.6,"Conch Technologies, Inc",Charlotte,NC,Memphis,TN,51-200,-1,Private Company,Consulting,Business Services,5 to 10 million,,
1818,Data Analyst,50000.0,86000,3.2,Neo Prism Solutions,Charlotte,NC,Schaumburg,IL,51-200,-1,Private Company,Accounting,Accounting & Legal,1 to 5 million,,
1819,Data Management Analyst,50000.0,86000,3.9,"TEKsystems, Inc",Charlotte,NC,Hanover,MD,1001-5000,1983,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,
1820,Financial Data Analyst - Full Time,50000.0,86000,-1.0,Data Bridge Consultants,Charlotte,NC,,,,-1,,,,,,
1821,Data analyst,50000.0,86000,4.7,"Resource Logistics, Inc.",Charlotte,NC,Edison,NJ,51-200,1997,Private Company,Logistics & Supply Chain,Transportation & Logistics,10 to 25 million,,
1822,Data Analyst,50000.0,86000,3.9,Diverse Lynx,Charlotte,NC,Princeton,NJ,501-1000,2002,Private Company,IT Services,Information Technology,100 to 500 million,,
1823,Senior CX Data Analyst,50000.0,86000,3.2,Vanguard,Charlotte,NC,Malvern,PA,10000+,1975,Private Company,Investment Banking & Asset Management,Finance,,3.0,
1824,Data Engineer/Analyst,50000.0,86000,3.3,Vaco Technology,Charlotte,NC,Brentwood,TN,501-1000,2002,Private Company,Consulting,Business Services,500 million to 1 billion,,
1825,Federal - Data Analyst,54000.0,75000,-1.0,Accenture Contractor Jobs,Charlotte,NC,,,,-1,,,,,,
1826,Quality Data Analyst,54000.0,75000,3.6,OrthoCarolina,Charlotte,NC,Charlotte,NC,501-1000,2005,Private Company,Health Care Services & Hospitals,Health Care,100 to 500 million,,
1827,Data Visualization Analyst,54000.0,75000,2.8,American Tire Distributors,Huntersville,NC,Huntersville,NC,1001-5000,1935,Private Company,Logistics & Supply Chain,Transportation & Logistics,5 to 10 billion,3.0,
1828,Senior Data Analyst,54000.0,75000,3.4,NTT DATA Corporation,Charlotte,NC,Tokyo,Japan,10000+,1967,Public Company,IT Services,Information Technology,10+ billion,3.0,
1829,HR Data Analyst,54000.0,75000,3.8,Apex Systems,Charlotte,NC,Glen Allen,VA,1001-5000,1995,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,True
1830,Data Analyst/Business Analyst,54000.0,75000,3.6,Signature Consultants,Charlotte,NC,Fort Lauderdale,FL,1001-5000,1997,Private Company,Staffing & Outsourcing,Business Services,100 to 500 million,3.0,
1831,Data Analyst,54000.0,75000,3.7,eTeam Inc.,Charlotte,NC,South Plainfield,NJ,51-200,1999,Private Company,Staffing & Outsourcing,Business Services,50 to 100 million,3.0,
1832,Data Analyst,54000.0,75000,2.0,AccessOne,Fort Mill,SC,Fort Mill,SC,1-50,-1,Private Company,,,Less than 1 million,,
1833,BI Data Analyst,54000.0,75000,2.9,"Nesco Resource, LLC",Fort Mill,SC,Cleveland,OH,1001-5000,1956,Private Company,Staffing & Outsourcing,Business Services,500 million to 1 billion,,
1834,Data Analyst,54000.0,75000,4.1,RGP,Charlotte,NC,Irvine,CA,1001-5000,1996,Public Company,Consulting,Business Services,500 million to 1 billion,3.0,
1835,Enterprise Data Office Analyst IV,54000.0,75000,3.5,Truist,Charlotte,NC,Charlotte,NC,10000+,2019,Public Company,Investment Banking & Asset Management,Finance,,,
1836,Data Analyst/ Python with Banking Experience,54000.0,75000,2.9,"Shimento, Inc.",Charlotte,NC,Benicia,CA,1-50,-1,Private Company,,,1 to 5 million,,
1837,Data Analyst,54000.0,75000,-1.0,Parks Heating & Cooling,Indian Trail,NC,Indian Trail,NC,51-200,1973,Public Company,General Repair & Maintenance,"Construction, Repair & Maintenance",10 to 25 million,,
1838,Systems/Data Analyst,54000.0,75000,3.6,Randstad,Charlotte,NC,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
1839,Data Analyst (Real Time Data Consultant Needed),54000.0,75000,4.6,"Conch Technologies, Inc",Charlotte,NC,Memphis,TN,51-200,-1,Private Company,Consulting,Business Services,5 to 10 million,,
1840,Data Visualization Analyst,54000.0,75000,5.0,PCR Staffing,Huntersville,NC,Charlotte,NC,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,5 to 10 million,,
1841,57072 - Market data Analyst - 100 % remote,54000.0,75000,3.5,Tek Leaders,Charlotte,NC,Plano,TX,501-1000,2016,Private Company,IT Services,Information Technology,50 to 100 million,,
1842,Application Programmer V/ Database Developer/ Data Analyst,54000.0,75000,4.3,DATA Inc.,Charlotte,NC,Montvale,NJ,501-1000,1983,Private Company,IT Services,Information Technology,50 to 100 million,3.0,
1843,Data Analyst,54000.0,75000,5.0,"Staffigo Technical Services, LLC",Charlotte,NC,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
1844,Data Analyst,54000.0,75000,-1.0,LiveMindz,Charlotte,NC,Dallas,TX,51-200,-1,Private Company,,,,,
1845,Data Standardization Analyst(s),54000.0,75000,3.2,London Stock Exchange Group,Charlotte,NC,London,United Kingdom,1001-5000,1698,Public Company,Stock Exchanges,Finance,50 to 100 million,3.0,
1846,DATA MGMT ANALYST,54000.0,75000,4.1,Kforce,Charlotte,NC,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1847,"Data Quality Analyst, Financial Services",54000.0,75000,3.4,NTT DATA Services,Charlotte,NC,Tokyo,Japan,10000+,1967,Public Company,IT Services,Information Technology,10+ billion,3.0,
1848,Data Analyst II,54000.0,75000,4.0,Meridian Technologies,Charlotte,NC,Farmington Hills,MI,,-1,,,,,,
1849,Data Governance Analyst,54000.0,75000,3.9,"TEKsystems, Inc",Charlotte,NC,Hanover,MD,1001-5000,1983,Business,Staffing & Outsourcing,Business Services,2 to 5 billion,3.0,
1850,Data Integration Analyst,54000.0,75000,2.9,Cardinal Innovations Healthcare,Charlotte,NC,Charlotte,NC,501-1000,-1,Public Company,Health Care Services & Hospitals,Health Care,50 to 100 million,,
1851,Data Analyst with Banking Domain,54000.0,75000,4.0,CYNET SYSTEMS,Charlotte,NC,Ashburn,VA,501-1000,2010,Private Company,IT Services,Information Technology,50 to 100 million,,
1852,Financial Data Analyst - Full Time,54000.0,75000,-1.0,dataBridge,Charlotte,NC,Arden,NC,1-50,-1,,,,,,
1853,Data Analyst - Metadata Analyst,53000.0,99000,4.1,Collabera,Fort Mill,SC,Basking Ridge,NJ,10000+,1991,Private Company,IT Services,Information Technology,500 million to 1 billion,3.0,
1854,Business Data Analyst,53000.0,99000,5.0,PCR Staffing,Huntersville,NC,Charlotte,NC,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,5 to 10 million,,
1855,Senior Data Analyst,53000.0,99000,3.6,Randstad,Charlotte,NC,Atlanta,GA,1001-5000,-1,Business,Staffing & Outsourcing,Business Services,,,
1856,Senior Business Analyst / Data Analyst,53000.0,99000,4.1,Kforce,Charlotte,NC,Tampa,FL,10000+,1966,Public Company,Staffing & Outsourcing,Business Services,1 to 2 billion,,
1857,Data Visualization Analyst - N.,53000.0,99000,3.3,Vaco Technology,Charlotte,NC,Brentwood,TN,501-1000,2002,Private Company,Consulting,Business Services,500 million to 1 billion,,
1858,Application Programmer V/ Senior Data Analyst,53000.0,99000,4.3,DATA Inc.,Charlotte,NC,Montvale,NJ,501-1000,1983,Private Company,IT Services,Information Technology,50 to 100 million,3.0,
1859,Trust Application Data Analyst,53000.0,99000,2.3,"Infovisa, Inc.",Charlotte,NC,Cornelius,NC,1-50,-1,Private Company,Computer Hardware & Software,Information Technology,5 to 10 million,,
1860,Data Analyst,53000.0,99000,-1.0,,Mooresville,NC,,,,-1,,,,,,
1861,Data Analyst 127909,53000.0,99000,3.2,Open Systems Technologies (NYC),Charlotte,NC,New York,NY,51-200,1990,Private Company,Staffing & Outsourcing,Business Services,,,True
1862,Item Data Maintenance Analyst,53000.0,99000,3.3,Lowe's,Mooresville,NC,Mooresville,NC,10000+,1946,Public Company,Home Centers & Hardware Stores,Retail,10+ billion,3.0,
1863,Marketing Data Analyst - Remote,53000.0,99000,-1.0,SGA Inc.,Charlotte,NC,Bethesda,MD,1-50,1996,Private Company,Architectural & Engineering Services,Business Services,1 to 5 million,,
1864,Technical Data Analyst,53000.0,99000,2.8,American Tire Distributors,Huntersville,NC,Huntersville,NC,1001-5000,1935,Private Company,Logistics & Supply Chain,Transportation & Logistics,5 to 10 billion,3.0,
1865,Data Analyst,53000.0,99000,-1.0,Trovetechs Inc,Charlotte,NC,,,,-1,,,,,,
1866,Data Analyst Junior,53000.0,99000,5.0,"Staffigo Technical Services, LLC",Charlotte,NC,Woodridge,IL,51-200,2008,Private Company,IT Services,Information Technology,50 to 100 million,,
